fips_full,rural_urban,avg_ratio
16087,rural,0.2705322395571925
17001,rural,1.7541378071237723
17005,urban,0.4901776820395611
17011,rural,0.4645514228789931
17019,urban,1.7444214312751156
17021,rural,0.2858173144085878
17025,rural,0.33885393318308493
17027,urban,0.45881872877898217
17029,rural,0.7527942275164193
17031,urban,2.1339074970543797
17033,rural,0.31263982023354087
17037,urban,2.4292136721838067
17043,urban,1.7276477832155337
17045,rural,0.16064671063464864
17049,rural,0.649559792811378
17051,rural,0.47180302680609226
17053,urban,0.5489975079429564
17055,rural,0.16163623866476548
17057,rural,0.6181615257371706
17061,rural,0.14379015686413055
17063,urban,0.9904712067203298
17065,rural,0.46400466078780545
17067,rural,0.29941406257713865
17069,rural,0.40049904291722893
17073,urban,0.27189006689168754
17075,rural,0.4362174866103086
17077,rural,0.14207238191835925
17081,rural,1.3659907077524849
17083,urban,0.26889324686843963
17085,rural,0.40599228901099504
17089,urban,2.40984724133411
17091,urban,2.7207865042278168
17095,rural,1.6523942601927382
17097,urban,2.2987134151588084
17101,rural,0.2344381598088217
17103,rural,0.8867762802340525
17105,rural,0.9407736644278779
17107,rural,0.4155749964012159
17109,rural,0.5320847715421613
17113,urban,1.5992755923844129
17115,urban,1.3420108626909446
17117,urban,0.24581798464285476
17119,urban,1.6407600743485475
17121,rural,0.7894813121774304
17125,rural,0.20131709594975714
17127,urban,0.28954380432999904
17131,urban,0.15419232774346497
17135,rural,0.29385696148366913
17137,rural,1.030982490237517
17141,rural,0.14994520131128555
17143,urban,2.289892140364128
17145,rural,0.22411587259546847
17147,urban,0.23553332020444745
17149,rural,0.31082844415296734
17157,rural,0.5380665163728297
17159,rural,0.7593971427122305
17161,urban,1.0026049472219312
17163,urban,1.2646715018022545
17165,rural,0.46832140392792415
17167,urban,2.073900387018306
17169,rural,0.10023518634768505
17173,rural,0.32518663455108054
17177,rural,1.1207503789157625
17179,urban,1.0174150063253795
17181,rural,0.5253164317297226
17183,rural,1.1965731148040828
17185,rural,0.5309874156994493
17187,rural,0.1883787419301455
17189,rural,0.20006277299395742
17191,rural,0.45604808818077497
17195,rural,0.482865222324834
17197,urban,1.7662648859150036
17199,rural,2.2504301634588773
17201,urban,1.7922738234330107
17203,urban,0.2732227756701181
18001,rural,0.40139979697804995
18003,urban,2.2378961430083883
18005,urban,0.9067288369424154
18009,rural,0.39333468697448265
18011,urban,0.6219641666120584
18017,rural,0.283389696400541
18019,urban,1.976829410065615
18021,urban,0.15863639274747401
18023,rural,0.3211435250728771
18027,rural,0.6989260482343302
18029,urban,0.7773459269305736
18031,rural,0.2793698460012446
18033,rural,0.7139657977775141
18035,urban,1.7402439660823958
18037,rural,0.5349023654926204
18039,urban,0.8854834184791027
18041,rural,0.41978756085692825
18043,urban,1.9306765901454677
18049,rural,0.3910467269150184
18051,rural,0.18310595033894556
18053,rural,0.587539627673947
18055,rural,0.29890511217650323
18057,urban,1.3618073996896505
18059,urban,0.5008432509663072
18061,urban,0.5623292319448033
18063,urban,1.0764549987010683
18065,rural,0.7139562342647745
18067,urban,1.3060274941829826
18069,rural,0.687164968807959
18071,rural,0.42970604460562234
18073,urban,0.24213846503418246
18075,rural,0.4663212099798349
18077,rural,0.34292206277709064
18079,rural,0.13628726614608863
18081,urban,1.50189749723134
18083,rural,0.8879558950748845
18085,rural,0.8738824177404887
18087,rural,0.5797729698932524
18089,urban,2.2556419164253425
18093,rural,0.49221281498382163
18095,urban,0.7311111400322
18097,urban,1.849039625176146
18099,rural,1.0794000360306717
18103,rural,1.5167645411257475
18105,urban,1.684337203365732
18113,rural,0.44464287804140207
18117,rural,0.2530199518384502
18123,rural,0.43100081559875747
18127,urban,1.6363513279968855
18131,rural,0.40590511414590946
18133,rural,0.29290831730922895
18135,rural,0.372889901809467
18137,rural,0.26506888598048917
18139,rural,0.18596742329006616
18141,urban,1.6763743130711375
18143,rural,0.6642334884507989
18145,urban,0.6278861231908924
18149,rural,0.7391784052828235
18151,rural,0.35784795285654036
18153,urban,0.3598090035020175
18157,urban,1.5295378571900031
18159,urban,0.5575436850101366
18163,urban,1.77992281732347
18165,urban,0.3429233780041951
18167,urban,1.522599131363205
18169,rural,0.3841162579832055
18171,urban,0.4389953349026886
18173,urban,0.8630519675025178
18175,urban,0.09079928319397981
18177,rural,0.4777298566350813
18179,urban,1.6013867032760754
18181,rural,0.35918210201621503
18183,urban,0.5675213334869945
19001,rural,0.08153753166647582
19003,rural,0.12450104322599982
19005,rural,0.4368597519687768
19007,rural,0.16460057749230667
19009,rural,0.10267327828962783
19011,urban,0.25886204831481147
19013,urban,0.8743595221464431
19015,urban,0.20904500500300743
19017,urban,0.2031383574755452
19019,rural,0.17855826599580019
19021,rural,0.31186354336014904
19025,rural,0.16408002230618707
19027,rural,0.35914908919111854
19029,rural,0.23038253991392957
19033,rural,1.1687367893357827
19035,rural,0.19776993134736953
19037,rural,0.19726296799528426
19039,rural,0.1380828351971342
19041,rural,0.46314039324339784
19043,rural,0.2472741825887974
19045,rural,0.5354689744075454
19047,rural,0.22834100367478416
19049,urban,0.1031701111373812
19051,rural,0.11927022127237046
19053,rural,0.16179619659883862
19055,rural,0.25564274594746683
19057,rural,0.827494925463714
19059,rural,0.46211194367319575
19061,urban,0.94845443721864
19063,rural,0.3200152189391992
19065,rural,0.24631651960010892
19067,rural,0.3256134915462859
19069,rural,0.3089569828925677
19071,rural,0.29735554278613263
19073,rural,0.16377190145259682
19075,urban,0.14840076738955044
19077,urban,0.19507174022266732
19079,rural,0.26518058754445917
19081,rural,0.2666081755822432
19083,rural,0.1354796479048857
19085,urban,0.1931858944661009
19087,rural,0.23966234442250006
19089,rural,0.22170136184692338
19091,rural,0.2164976811378596
19093,rural,0.2550858305727605
19095,rural,0.17708451566129452
19097,rural,0.13924924881443557
19099,urban,0.49335350706222114
19101,rural,0.23540841983776328
19103,urban,1.7092215054910307
19105,urban,0.15233149279091016
19107,rural,0.11569575478024896
19109,rural,0.29563894957796555
19111,rural,0.43948057089192033
19113,urban,1.1279864414761396
19117,rural,0.12474960315757995
19119,rural,0.2130459798993487
19121,urban,0.13531005978717509
19123,rural,0.36889937789163707
19125,rural,0.21745866883585546
19127,rural,0.46702677876523985
19131,rural,0.14787242800500253
19133,rural,0.22862464301790855
19135,rural,0.1166265499459802
19137,rural,0.2749370476846674
19139,rural,0.38732194982414564
19143,rural,0.22822931554820816
19145,rural,0.2407151815020337
19147,rural,0.2711520778109193
19149,rural,0.21635627859542989
19151,rural,0.1380765372395441
19153,urban,2.484938753550634
19155,urban,1.6686790762252066
19157,rural,0.6240888754081098
19159,rural,0.15755483135222598
19161,rural,0.1169245283542966
19163,urban,2.5539493460151856
19165,rural,0.21728535510967711
19167,rural,0.258788032665357
19169,urban,0.8105355829822706
19175,rural,0.2614892151182535
19177,rural,0.22117532410270324
19179,rural,1.0524556001548746
19183,urban,0.19977306017809998
19185,rural,0.3141765436028226
19187,rural,0.7849353069537651
19191,rural,0.2359096552562152
19193,urban,1.6472069420006776
19197,rural,0.5778953193343348
20001,rural,0.33088259253716235
20003,rural,0.32356850995028397
20005,rural,0.43770852293577506
20007,rural,0.3373908469402257
20009,rural,0.38601709213251645
20011,rural,0.5580106081777053
20013,rural,0.4550916112176271
20015,urban,0.9366585875979002
20019,rural,0.3110798297756573
20021,urban,1.1092831668546919
20023,rural,0.23647289131775664
20025,rural,0.263816946024891
20027,rural,0.31461029311248
20029,rural,0.35951089529439867
20031,rural,0.31010697767881085
20033,rural,0.2639819435579086
20035,rural,0.6263126612001824
20037,rural,0.6220853685381261
20039,rural,0.24254079412653123
20041,rural,0.553801643496674
20045,urban,0.7264659784066368
20047,rural,0.38669233782708223
20051,rural,1.117331698674319
20053,rural,0.22722865232145928
20055,rural,1.092492931454228
20057,rural,1.1298370729759695
20059,rural,0.7155117134816052
20061,urban,0.7299355963224308
20063,rural,0.5751619645382817
20065,rural,0.24662843660779857
20067,rural,0.54202792949612
20071,rural,0.45029805336501394
20073,rural,0.48654857089158804
20075,rural,0.20947434132667903
20077,rural,0.19175259313484389
20079,urban,0.54458162276351
20081,rural,0.35821670078643647
20083,rural,0.41491906242804
20085,urban,0.19331879107326735
20087,urban,0.8500237209922465
20089,rural,0.28870539080769053
20091,urban,1.6320428279183006
20093,rural,0.5344017449703612
20095,rural,0.38511396969793305
20097,rural,0.16526647682595072
20099,rural,0.6692906776074776
20101,rural,0.28239534787060494
20103,urban,1.9790351990362864
20105,rural,0.39815077888943834
20109,rural,0.39577180589084904
20111,rural,0.46278433206612324
20113,rural,0.5737688431264776
20115,rural,0.4183376878210982
20117,rural,0.37035966234515166
20119,rural,0.4111230464208913
20121,urban,8.587219309833456
20123,rural,0.7333080942477759
20125,rural,0.6742915880651136
20127,rural,0.3091228500418879
20129,rural,0.45382222513117165
20131,rural,0.31569924321420934
20133,rural,0.6033505642525728
20135,rural,0.415948987170653
20137,rural,0.19102856367303
20141,rural,0.3306822286691209
20143,rural,0.5375861215650696
20145,rural,2.3848299756885063
20149,urban,0.22112829315858296
20151,rural,0.6669541189625082
20153,rural,0.39506493924016184
20155,rural,1.2748949946991817
20157,rural,0.4691128006825359
20159,rural,0.298387364374492
20161,urban,1.0742347692961958
20163,rural,0.3594377057099015
20165,rural,0.4808511039668864
20167,rural,0.3214622983677577
20169,rural,1.0812814482305684
20171,rural,0.36791027385271446
20173,urban,2.3929651783315196
20175,rural,1.2808280518891813
20177,urban,1.5503688931322843
20179,rural,0.6032553207638266
20181,rural,0.22487857112389387
20183,rural,0.3021329477421023
20185,rural,0.19224809305241913
20187,rural,0.3742360666156733
20189,rural,0.41972391363143996
20191,urban,0.4170660142917894
20193,rural,0.4650148097802858
20195,rural,0.5583981797422024
20201,rural,0.4617554362190387
20203,rural,0.3894527139184448
20205,rural,0.31485464729156026
20209,urban,3.262069482382297
21001,rural,0.3198212378050086
21003,urban,1.0933663163690894
21009,rural,0.7173751058915063
21013,rural,1.0322778448438248
21015,urban,1.583216764011762
21017,urban,1.674322470935639
21019,urban,1.463881678037034
21021,rural,3.5837468082428137
21025,rural,2.5785325752354273
21027,rural,0.5072824588549967
21033,rural,0.1832433181106512
21035,rural,0.9832744382976571
21037,urban,4.061422193725286
21041,rural,0.25974844160973276
21045,rural,0.6086000940894452
21047,urban,1.70031364756026
21049,urban,1.3062080311281115
21051,rural,0.8599231094267378
21053,rural,0.6696097273500314
21055,rural,0.744425701615797
21057,rural,0.2499554967447087
21059,urban,1.0775018363301816
21065,rural,0.769879746786989
21067,urban,1.9143471993684402
21069,rural,0.7072799592787898
21071,rural,1.301030893784853
21073,rural,3.140552838130272
21081,urban,0.11380312690294243
21083,rural,2.111571752610008
21085,rural,0.9455363604115096
21087,rural,0.545147781593079
21089,urban,1.4384498070807816
21093,urban,1.5542276725185318
