Report_Fiscal_Year,CCN,avg_charge,avg_payment,charge_to_payment_ratio
2018,50069,1388354649.0,750569436.0,1.8497351243063407
2018,50077,2593812469.0,872494525.0,2.9728696223050797
2018,50078,568085900.0,181504320.0,3.1298753660518934
2018,50082,936365562.0,362358089.0,2.5840890280222224
2018,50084,2446022628.0,630179551.0,3.8814693750670433
2018,50089,824928906.0,275099304.0,2.9986586443708343
2018,50090,90996072.0,57452939.0,1.583836677180257
2018,50091,216776615.0,52904329.0,4.097521301139648
2018,50093,1179935480.0,511962164.0,2.30473180045391
2018,50096,43704702.0,18251652.0,2.3945614347676583
2018,50099,1293442115.0,338096106.0,3.8256640406263656
2018,50100,3224619120.0,1306653162.0,2.4678462607967884
2018,50101,301100089.0,139142095.0,2.1639755316318903
2018,50102,457865428.0,162737126.0,2.8135277994278947
2018,50103,1670359708.0,410297690.0,4.071092157501544
2018,50104,1344024654.0,527500725.0,2.5479105341513986
2018,50107,1259598721.0,539371997.0,2.3353061115629257
2018,50108,2461806135.0,1208417958.0,2.037214126703668
2018,50110,58653039.0,93786993.0,0.6253856438280306
2018,50112,1148163966.0,631408041.0,1.8184183466868455
2018,50113,155742010.0,178688140.0,0.8715856015961664
2018,50115,2110882182.0,577044003.0,3.658095692920666
2018,50116,981629334.0,230423837.0,4.260103237496215
2018,50118,476157962.0,94384021.0,5.044900153173173
2018,50121,428660783.0,296747310.0,1.4445313185821298
2018,50122,499887071.0,148692616.0,3.36188228069106
2018,50124,357171017.0,134494418.0,2.655656809489298
2018,50125,3282889422.0,395009469.0,8.31091323028512
2018,50126,754111809.0,476840594.0,1.5814756933215295
2018,50127,202873836.0,82154630.0,2.4694145174775906
2018,50128,844272658.0,337629162.0,2.5005916343209713
2018,50129,1315378250.0,369282470.0,3.5619840010277226
2018,50131,106044217.0,66195900.0,1.6019756057399326
2018,50132,828917874.0,189572614.0,4.372561292001808
2018,50133,824920859.0,420879042.0,1.9599950975938594
2018,50135,1009312863.0,289602268.0,3.4851690560655415
2018,50136,209264464.0,93541047.0,2.2371404929859295
2018,50145,1218015364.0,569560719.0,2.1385171472824127
2018,50146,1757012565.0,1116914069.0,1.573095561929035
2018,50149,564557797.0,231969526.0,2.433758462738765
2018,50150,343819493.0,172394410.0,1.994377271281592
2018,50152,605224273.0,222529175.0,2.719752468412288
2018,50158,226214626.0,56329613.0,4.015909464884838
2018,50159,746096905.0,497199119.0,1.500599813009725
2018,50167,981146464.0,403408355.0,2.4321421503528353
2018,50168,1069741877.0,629214813.0,1.7001218898513122
2018,50169,1889708973.0,549375005.0,3.4397432642571717
2018,50174,1064068076.5,339615271.5,3.1331573277027975
2018,50179,919320602.0,254150353.0,3.6172312615280924
2018,50180,3076287476.0,968024170.0,3.177903580651297
2018,50189,61084042.0,59930732.0,1.0192440499475295
